time,temp
2011-4-4 12:00:00,4.440541900941241
2011-4-5 00:00:00,-2.8487523661581236
2011-4-5 12:00:00,3.7899483034242394
2011-4-6 00:00:00,-0.14481429572532534
2011-4-6 12:00:00,3.1393547059072944
2011-4-7 00:00:00,-0.2800206545915671
2011-4-7 12:00:00,4.478813115346497
2011-4-8 00:00:00,0.8459381072131009
2011-4-8 12:00:00,5.746906290115646
2011-4-9 00:00:00,0.9439849335986423
2011-4-9 12:00:00,7.4040703348889
2011-4-10 00:00:00,1.7782082740394571
2011-4-10 12:00:00,10.786125385048706
2011-4-11 00:00:00,2.612431614480215
2011-4-11 12:00:00,10.588917036051498
2011-4-12 00:00:00,-3.044219664698744
2011-4-12 12:00:00,7.991579396127975
2011-4-13 00:00:00,-3.4177451730884627
2011-4-13 12:00:00,2.57432625914214
