"(2, 1)",268.22802734375,266.8951110839844,267.0777587890625,267.501220703125,267.90631103515625,267.4042358398437,267.3338317871094,267.3776550292969,267.0853271484375,266.0995788574219,266.31671142578125,266.5338439941406,266.7509765625,266.9681091308594,267.18524169921875,263.60089111328125,263.20001220703125,263.8519287109375,265.0818786621094,266.0606689453125,265.9794006347656,266.2193603515625,266.8705139160156,267.2431945800781
"(2, 2)",266.17034912109375,265.6522521972656,265.875732421875,266.8163604736328,268.052490234375,267.30055236816406,267.01185607910156,267.5933380126953,267.9713897705078,268.02093505859375,270.1009216308594,271.71368408203125,272.6940002441406,272.4590759277344,271.4081420898437,269.8148193359375,268.1173095703125,266.8483581542969,266.47235107421875,264.63946533203125,263.9051513671875,263.953369140625,263.75714111328125,264.3485107421875
"(2, 3)",264.1126708984375,264.4093933105469,264.6737060546875,266.1315002441406,268.1986694335937,267.1968688964844,266.6898803710937,267.8090209960937,268.8574523925781,269.9422912597656,270.4067077636719,271.7873840332031,272.30975341796875,271.7824401855469,270.4024963378906,269.423095703125,268.2001037597656,267.58660888671875,267.3340148925781,266.77545166015625,266.8150634765625,267.5340881347656,268.0661926269531,268.6870422363281
"(2, 4)",269.69580078125,267.0094299316406,265.631591796875,260.9945373535156,264.5116882324219,264.3880615234375,264.65289306640625,268.3460388183594,269.2705078125,267.9054260253906,269.0932922363281,270.65301513671875,271.5224609375,270.46881103515625,269.8221435546875,269.0649108886719,267.5287475585937,266.67266845703125,265.78326416015625,265.2276916503906,264.48712158203125,263.582763671875,263.0893249511719,263.0176086425781
"(2, 5)",262.8519287109375,262.3502197265625,261.9351806640625,260.9949645996094,260.82470703125,261.5792541503906,261.2606506347656,261.98809814453125,262.4280090332031,263.5501708984375,265.0706787109375,266.3558349609375,267.781494140625,268.2812194824219,267.085693359375,266.8219299316406,265.7557373046875,266.04669189453125,266.5451965332031,267.4112243652344,268.0555725097656,268.6184997558594,268.19903564453125,267.8636474609375
"(2, 6)",267.3357238769531,267.49371337890625,267.5754089355469,267.6061096191406,267.1082763671875,266.6606750488281,266.6034545898437,266.4310607910156,267.07452392578125,267.0007019042969,267.8565979003906,267.7578430175781,267.0700988769531,266.9626159667969,265.8612670898437,267.29126993815106,265.7237040201823,260.42437744140625,260.8216247558594,261.4738464355469,264.7055053710937,265.7371520996094,265.88775634765625,265.30584716796875
"(2, 7)",263.3236694335937,267.21094767252606,260.5666198730469,259.5896911621094,265.9209442138672,265.55076599121094,265.55499267578125,265.7679138183594,266.6034240722656,267.3828430175781,268.7369384765625,269.5885314941406,269.49330139160156,269.0996551513672,267.51087951660156,267.76060994466144,265.69167073567706,262.9427795410156,263.07508850097656,263.44989013671875,265.0598907470703,265.5154266357422,265.60716247558594,265.0448455810547
"(2, 8)",263.4738388061523,266.9281819661458,263.4398193359375,264.43389892578125,264.7336120605469,264.4408569335937,264.50653076171875,265.1047668457031,266.13232421875,267.7649841308594,269.6172790527344,271.4192199707031,271.91650390625,271.2366943359375,269.1604919433594,268.2299499511719,265.6596374511719,265.461181640625,265.3285522460937,265.4259338378906,265.4142761230469,265.293701171875,265.3265686035156,264.7838439941406
"(2, 9)",263.62400817871094,266.6454162597656,266.37646484375,265.4685974121094,265.51336669921875,265.3227844238281,264.550537109375,265.01348876953125,264.3682556152344,265.983642578125,268.103271484375,268.6337890625,270.21856689453125,270.0465087890625,266.24623616536456,267.3155059814453,265.99095153808594,265.96075439453125,266.306884765625,265.95921325683594,265.19932556152344,264.9287567138672,264.90733337402344,264.52284240722656
"(2, 10)",263.77417755126953,264.2441711425781,263.7479248046875,263.7085418701172,263.5550537109375,263.5257263183594,262.5986785888672,261.81744384765625,260.7245788574219,261.4315948486328,263.2255554199219,263.95741271972656,265.29396057128906,265.42926025390625,263.3319803873698,266.40106201171875,266.322265625,266.4603271484375,267.28521728515625,266.49249267578125,264.984375,264.5638122558594,264.48809814453125,264.2618408203125
"(2, 11)",263.9243469238281,261.8429260253906,261.119384765625,261.948486328125,261.59674072265625,261.7286682128906,260.6468200683594,258.62139892578125,257.0809020996094,256.8795471191406,258.34783935546875,259.2810363769531,260.3693542480469,260.81201171875,260.417724609375,259.3069152832031,257.84783935546875,257.0577087402344,256.6158447265625,256.576171875,256.4490966796875,256.2635498046875,256.1980895996094,256.1387939453125
"(2, 12)",256.5776672363281,256.4338073730469,256.0904235839844,256.0248718261719,255.5221710205078,255.41546630859372,255.3990478515625,254.47967529296875,255.2167510986328,257.8497009277344,260.4601135253906,262.32672119140625,263.649658203125,263.6997985839844,262.4957580566406,260.2865600585937,257.53570556640625,256.9205322265625,255.94644165039065,255.3077392578125,254.47879028320312,254.24008178710935,254.16587829589844,254.0015411376953
"(2, 13)",254.5985412597656,253.98138427734372,253.75540161132807,253.6276397705078,253.0679473876953,253.3079376220703,253.26901245117188,251.9003448486328,253.2848358154297,255.89181518554688,258.87872314453125,260.926513671875,262.28125,262.5329895019531,261.4404296875,258.3485717773437,255.8570098876953,254.9304962158203,254.5541534423828,254.61875915527344,254.3956298828125,254.2017517089844,253.4976501464844,252.84461975097656
"(2, 14)",252.3344573974609,251.9546356201172,251.63522338867188,251.34881591796875,251.45346069335935,251.95632934570312,252.2185821533203,253.0987091064453,255.40750122070312,258.17205810546875,258.7626037597656,258.930908203125,259.8387145996094,259.7940979003906,258.7266540527344,256.4093933105469,252.78854370117188,252.3923492431641,251.9170837402344,250.85044860839844,250.6131896972656,250.3671722412109,249.74078369140625,249.80897521972656
"(2, 15)",249.30252075195312,248.69358825683597,248.22952270507807,248.39361572265625,248.02980041503903,252.1076431274414,249.8924865722656,250.4446258544922,253.9344787597656,258.6845932006836,257.6703186035156,258.6990661621094,257.69854736328125,257.263427734375,257.2103271484375,257.6384582519531,256.5241394042969,256.4659423828125,255.2805938720703,254.928955078125,254.5640869140625,254.3267974853516,253.79324340820312,253.86184692382807
"(2, 16)",254.3280029296875,253.4575653076172,252.86752319335935,253.16835021972656,252.97105407714844,252.2589569091797,251.66195678710935,252.1961212158203,252.46145629882807,259.19712829589844,259.14049275716144,260.3697916666667,260.0514831542969,259.7874043782552,259.3544921875,258.8499348958333,254.3926696777344,255.5875015258789,254.85137939453125,255.17288208007812,255.28157043457028,255.0313720703125,254.50819396972656,254.78251647949216
"(2, 17)",253.73287963867188,254.59832763671875,253.9497985839844,252.90008544921875,253.2206115722656,253.0266571044922,252.98550415039065,253.8317108154297,256.31036376953125,259.7096633911133,260.6106669108073,262.04051717122394,262.4044189453125,262.31138102213544,261.4986572265625,260.0614115397135,255.6169891357422,254.7090606689453,254.4221649169922,255.41680908203125,255.99905395507807,255.73594665527344,255.22314453125,255.70318603515625
"(2, 18)",255.56375122070312,255.10162353515625,255.19932556152344,255.2191925048828,254.008544921875,253.9300079345703,254.23336791992188,255.69644165039065,257.70233154296875,260.2221984863281,262.0808410644531,263.71124267578125,264.7573547363281,264.8353576660156,263.642822265625,261.2728881835937,257.2699584960937,257.0381164550781,256.2641906738281,255.49253845214844,255.6898651123047,255.13446044921875,254.59359741210935,253.9436798095703
"(2, 19)",254.114013671875,253.2997131347656,252.9607696533203,252.7979888916016,252.5688323974609,252.3823699951172,252.3426513671875,252.0105438232422,253.53466796875,255.9766540527344,258.2542724609375,260.06646728515625,261.52227783203125,261.5569763183594,260.5368957519531,258.7422180175781,256.3226318359375,254.72987365722656,253.91433715820312,253.40130615234372,253.0472412109375,252.74603271484372,252.3346405029297,252.15480041503903
"(2, 20)",252.4777374267578,251.88853454589844,251.81076049804688,251.7054901123047,251.0423583984375,250.8896484375,250.91409301757807,250.470947265625,252.47314453125,255.6773681640625,258.5550231933594,260.4493408203125,262.05767822265625,262.4217834472656,261.3715209960937,259.6544189453125,257.03369140625,255.47198486328125,254.4180908203125,253.7028045654297,253.32699584960935,253.18099975585935,253.0057830810547,252.9002990722656
"(2, 21)",252.63079833984372,252.1354217529297,251.85791015625,251.4436187744141,251.088623046875,250.5961151123047,250.2489318847656,250.3795623779297,253.1670379638672,255.53665161132807,257.4974060058594,259.1049194335937,260.0607452392578,259.9525451660156,258.91424560546875,257.60064697265625,254.684326171875,254.3024444580078,254.34132385253903,254.83482360839844,254.665283203125,254.311767578125,253.60630798339844,253.54916381835935
"(2, 22)",253.36175537109372,253.07508850097656,252.86892700195312,252.31854248046875,252.22080993652344,251.96148681640625,251.7801971435547,252.484619140625,254.1768341064453,256.6974182128906,258.1246643066406,258.6170959472656,258.0638122558594,257.6390686035156,256.7879943847656,255.91172790527344,254.11163330078125,252.9701690673828,252.16534423828125,251.52908325195312,251.4154815673828,251.2797088623047,250.973876953125,250.4392242431641
"(2, 23)",250.4306640625,250.2808837890625,250.1184234619141,249.79037475585935,249.71875,249.7339630126953,250.0107421875,251.14340209960935,253.27378845214844,255.8294982910156,257.6513366699219,258.9970703125,260.2623596191406,260.2692565917969,260.131103515625,258.3432006835937,255.79214477539065,254.66653442382807,253.98764038085935,253.4442596435547,253.1993408203125,253.03173828125,252.8111572265625,252.5920867919922
"(2, 24)",252.7442169189453,252.2754364013672,252.0367431640625,251.9356689453125,252.3614044189453,252.5382843017578,253.618896484375,254.4967041015625,257.86627197265625,257.9554138183594,259.3757568359375,261.3354034423828,262.12787475585935,261.82314046223956,261.9023132324219,259.7289733886719,259.1288146972656,259.0092163085937,258.9615478515625,258.5431213378906,258.0362548828125,258.3221740722656,258.66314697265625,259.11865234375
"(2, 25)",260.3937072753906,261.46148681640625,261.7131652832031,261.9368591308594,262.0046081542969,262.6938171386719,263.0501403808594,264.5390625,266.8192138671875,260.04896036783856,261.1001770019531,263.6737365722656,263.99338989257814,263.3770243326823,263.67352294921875,265.6002197265625,265.2003479003906,265.21588134765625,264.4178771972656,263.6595764160156,262.3209533691406,261.5074157714844,262.56610107421875,262.8316955566406
"(2, 26)",262.508056640625,262.2689514160156,262.2193298339844,262.04998779296875,261.7989196777344,262.046630859375,261.8388671875,261.2542724609375,264.94793701171875,262.1425069173177,262.82459716796876,266.01206970214844,265.85890502929686,264.930908203125,265.4447326660156,264.74456787109375,263.31443786621094,262.3272247314453,261.80531311035156,261.21498107910156,261.0272979736328,264.1954040527344,264.4136047363281,264.86334228515625
"(2, 27)",264.89599609375,263.6856994628906,264.2920227050781,265.21875,265.0242614746094,264.2677307128906,263.4779357910156,262.7925720214844,263.07666015625,264.2360534667969,264.54901733398435,268.35040283203125,267.72442016601565,266.4847920735677,267.2159423828125,263.888916015625,261.42852783203125,259.4385681152344,259.1927490234375,258.7703857421875,259.733642578125,260.85760498046875,261.0201110839844,260.81451416015625
"(2, 28)",260.81805419921875,260.4695129394531,260.4532165527344,260.6498413085937,260.69989013671875,260.2144775390625,260.02459716796875,260.6090393066406,261.8679504394531,264.06365966796875,266.2734375,268.1791687011719,269.5899353027344,268.03867594401044,268.9871520996094,267.6502685546875,264.28350830078125,263.27984619140625,262.2123718261719,261.3115234375,260.5663452148437,260.0728454589844,259.67755126953125,259.3804626464844
"(3, 1)",259.0070495605469,258.9967956542969,258.65789794921875,258.4156799316406,257.63690185546875,257.7920227050781,258.1333312988281,260.0686950683594,260.77606201171875,263.5757141113281,266.32672119140625,268.4508361816406,270.3473815917969,269.5925598144531,267.9483947753906,265.81890869140625,263.1046447753906,262.82196044921875,262.9205017089844,263.049072265625,262.6316833496094,262.1336364746094,262.0913391113281,261.6855163574219
"(3, 2)",261.6291809082031,261.3256530761719,261.1268920898437,261.099609375,261.0914611816406,260.9748229980469,260.8543395996094,261.86407470703125,263.21092224121094,265.9465026855469,268.0701599121094,270.4165954589844,271.97418212890625,272.0588684082031,271.7023620605469,270.36688232421875,267.8452453613281,266.78857421875,265.89288330078125,265.1133117675781,264.11981201171875,263.7412109375,263.0971069335937,263.1854553222656
